secprov,seccionId,name,circuitoId,mesasTotalizadas,cantidadElectores,anioEleccion,EN_BLANCO,JxC,LLA,NO_VOTANTES,OTROS,UxP,VOTANTES
2,94,Rauch,00812,1,32,2023,1,11,0,15,2,3,17
2,94,Rauch,00813,1,110,2023,7,43,18,28,2,12,82
2,95,Rivadavia,00815,35,11678,2023,2260,3317,1610,1769,16,2706,9909
2,95,Rivadavia,00816,2,479,2023,75,148,82,87,1,86,392
2,95,Rivadavia,00817,4,1295,2023,219,322,187,171,5,391,1124
2,95,Rivadavia,00818,1,42,2023,7,7,7,11,1,9,31
2,95,Rivadavia,00819,1,237,2023,28,78,41,48,2,40,189
2,95,Rivadavia,00820,4,1166,2023,182,369,139,194,2,280,972
2,96,Rojas,00823,55,18824,2023,2470,5077,3426,4050,328,3473,14774
2,96,Rojas,00824,1,61,2023,4,14,5,19,4,15,42
2,96,Rojas,00825,1,98,2023,4,37,12,37,2,6,61
2,96,Rojas,00826,1,131,2023,19,52,20,23,3,14,108
2,96,Rojas,00827,3,867,2023,93,293,182,158,10,131,709
2,96,Rojas,00828,1,60,2023,11,9,15,19,2,4,41
2,96,Rojas,00829,1,46,2023,6,6,9,21,0,4,25
2,96,Rojas,00830,4,1077,2023,100,281,125,468,9,94,609
2,97,Roque Perez,00832,32,10581,2023,1267,2832,1608,1931,136,2807,8650
2,97,Roque Perez,00833,1,258,2023,20,91,42,50,6,49,208
2,97,Roque Perez,00834,1,224,2023,19,73,37,54,2,39,170
2,97,Roque Perez,00835,1,148,2023,15,52,16,41,2,22,107
2,97,Roque Perez,00836,2,392,2023,35,102,47,83,4,121,309
2,98,Saavedra,00839,6,2088,2023,263,383,349,623,33,437,1465
2,98,Saavedra,00840,43,14343,2023,1913,3365,3030,3726,276,2033,10617
2,98,Saavedra,00841,2,534,2023,82,106,96,113,10,127,421
2,98,Saavedra,00842,3,833,2023,134,212,209,178,9,91,655
2,98,Saavedra,00843,2,499,2023,94,85,69,210,7,34,289
2,98,Saavedra,00844,1,256,2023,27,77,46,69,4,33,187
2,99,Saladillo,00846,77,26706,2023,2854,7601,4775,5896,536,5044,20810
2,99,Saladillo,00847,2,366,2023,36,110,62,91,9,58,275
2,99,Saladillo,00848,1,94,2023,14,24,15,28,2,11,66
2,99,Saladillo,00849,4,1236,2023,121,333,204,294,27,257,942
2,99,Saladillo,00850,2,397,2023,32,114,59,90,8,94,307
2,99,Saladillo,00851,1,72,2023,0,14,17,29,3,9,43
2,99,Saladillo,00852,1,133,2023,6,44,25,48,3,7,85
2,99,Saladillo,0846A,1,241,2023,23,52,56,33,8,69,208
2,99,Saladillo,0849A,2,484,2023,36,164,91,103,12,78,381
2,100,Salliquelo,00746,22,7388,2023,822,2048,981,1445,84,2008,5943
2,100,Salliquelo,0746A,2,535,2023,51,138,61,71,5,209,464
2,101,Salto,00854,78,27198,2023,2950,4981,5676,6205,403,6983,20993
2,101,Salto,00855,5,1600,2023,155,389,357,372,28,299,1228
2,101,Salto,00856,2,676,2023,77,161,161,92,12,173,584
2,101,Salto,00857,3,911,2023,74,207,213,218,11,188,693
2,101,Salto,00858,1,211,2023,15,20,47,59,2,68,152
2,101,Salto,0855A,1,49,2023,5,13,9,13,2,7,36
2,101,Salto,0857A,1,24,2023,3,5,6,9,1,0,15
2,101,Salto,0857B,1,120,2023,0,30,32,28,0,30,92
2,102,San Andres de Giles,00860,51,17528,2023,2530,3468,3297,3703,243,4287,13825
2,102,San Andres de Giles,00861,2,635,2023,78,155,122,132,21,127,503
2,102,San Andres de Giles,00863,3,1009,2023,111,180,267,204,4,243,805
2,102,San Andres de Giles,00864,3,964,2023,99,162,164,213,13,313,751
2,102,San Andres de Giles,0862A,2,250,2023,14,51,53,86,0,46,164
2,102,San Andres de Giles,0863A,2,445,2023,56,85,86,103,7,108,342
2,102,San Andres de Giles,0864A,2,384,2023,36,63,94,82,5,104,302
2,103,San Antonio de Areco,00866,54,18432,2023,1510,5108,3170,4017,426,4201,14415
2,103,San Antonio de Areco,00867,4,970,2023,85,235,178,221,19,232,749
2,103,San Antonio de Areco,00869,3,787,2023,67,233,160,134,20,173,653
2,103,San Antonio de Areco,00870,4,1257,2023,122,241,276,215,29,374,1042
2,104,San Cayetano,00871,22,7241,2023,719,2404,1233,1560,71,1254,5681
2,104,San Cayetano,0871A,1,56,2023,3,25,8,17,2,1,39
2,104,San Cayetano,0871B,1,79,2023,4,46,16,12,0,1,67
2,104,San Cayetano,0871C,1,75,2023,19,23,9,17,2,5,58
2,105,San Fernando,00872,35,14022,2023,509,2491,1501,6906,254,2361,7116
2,105,San Fernando,00873,11,3745,2023,159,1365,627,654,151,789,3091
2,105,San Fernando,00874,8,2456,2023,132,534,381,649,85,675,1807
2,105,San Fernando,00875,6,1901,2023,108,491,370,431,58,443,1470
2,105,San Fernando,00876,8,2522,2023,235,364,471,611,89,752,1911
2,105,San Fernando,00877,55,18891,2023,1545,2812,3274,4233,577,6450,14658
2,105,San Fernando,00878,57,19619,2023,1495,2711,3254,4810,604,6745,14809
2,105,San Fernando,00879,55,19206,2023,1355,3609,3659,3969,637,5977,15237
2,105,San Fernando,00880,45,15460,2023,706,5918,2463,3189,486,2698,12271
2,105,San Fernando,00882,5,1183,2023,84,128,56,574,6,335,609
2,105,San Fernando,0878A,50,17827,2023,1413,1783,2795,5053,375,6408,12774
2,105,San Fernando,0879A,62,21598,2023,1781,2709,3557,5657,621,7273,15941
2,105,San Fernando,0880A,10,3167,2023,317,379,502,571,94,1304,2596
2,105,San Fernando,0880B,10,3329,2023,219,736,546,692,116,1020,2637
2,105,San Fernando,0882A,4,1255,2023,67,160,146,595,13,274,660
2,106,San Isidro,00887,47,17567,2023,554,6130,2086,6331,458,2008,11236
2,106,San Isidro,00888,50,17421,2023,650,7179,2665,3697,649,2581,13724
2,106,San Isidro,00889,76,26587,2023,1324,8115,4421,6056,920,5751,20531
2,106,San Isidro,00890,11,3551,2023,139,1250,574,838,119,631,2713
2,106,San Isidro,00891,147,52454,2023,1768,19398,7766,14149,1888,7485,38305
2,106,San Isidro,00892,203,72287,2023,3614,16844,11679,19214,2544,18392,53073
2,106,San Isidro,00893,114,41267,2023,1736,12095,5947,12977,1082,7430,28290
2,106,San Isidro,00894,17,6161,2023,144,2480,739,2129,154,515,4032
2,106,San Isidro,00895,54,18572,2023,440,8808,2371,5054,464,1435,13518
2,106,San Isidro,0892A,104,36309,2023,1794,10171,6925,7634,1627,8158,28675
2,107,San Nicolas,00901,101,35243,2023,2823,10324,5923,8997,749,6427,26246
2,107,San Nicolas,00902,25,8432,2023,873,2151,1619,1587,234,1968,6845
2,107,San Nicolas,00903,22,7428,2023,780,1123,1513,1983,249,1780,5445
2,107,San Nicolas,00904,65,22639,2023,2564,3945,4710,4826,750,5844,17813
2,107,San Nicolas,00905,33,11301,2023,1433,1275,1776,3380,301,3136,7921
2,107,San Nicolas,00906,8,2448,2023,211,471,433,744,42,547,1704
2,107,San Nicolas,00907,4,1409,2023,194,200,309,275,51,380,1134
2,107,San Nicolas,00908,4,1377,2023,143,243,310,332,47,302,1045
2,107,San Nicolas,00909,2,424,2023,55,117,97,79,16,60,345
2,107,San Nicolas,00910,6,1841,2023,214,537,394,344,32,320,1497
2,107,San Nicolas,00911,15,5010,2023,490,1079,1063,938,140,1300,4072
2,107,San Nicolas,0901A,36,12372,2023,1304,1924,2210,3233,333,3368,9139
2,107,San Nicolas,0901B,57,19715,2023,1977,4362,4105,4273,496,4502,15442
2,108,San Pedro,00913,126,43798,2023,5219,8453,9352,9679,825,10270,34119
2,108,San Pedro,00914,7,2179,2023,238,222,467,545,28,679,1634
2,108,San Pedro,00915,8,2776,2023,382,441,674,605,45,629,2171
2,108,San Pedro,00917,9,2770,2023,254,354,591,471,32,1068,2299
2,108,San Pedro,00918,1,170,2023,21,41,37,44,7,20,126
2,108,San Pedro,00919,1,79,2023,13,19,16,19,0,12,60
2,108,San Pedro,00920,2,648,2023,71,143,125,122,7,180,526
2,108,San Pedro,00922,8,2466,2023,162,467,556,519,66,696,1947
2,109,San Vicente,00924,83,29273,2023,2348,4137,5029,6979,716,10064,22294
2,109,San Vicente,00925,103,36781,2023,3301,3445,5358,10098,880,13699,26683
2,109,San Vicente,00926,9,3091,2023,192,329,550,616,73,1331,2475
2,109,San Vicente,00927,1,48,2023,0,10,8,15,0,15,33
2,110,Suipacha,00929,28,9244,2023,888,2343,1456,1555,118,2884,7689
2,110,Suipacha,00930,1,76,2023,5,24,20,19,0,8,57
2,110,Suipacha,00931,2,656,2023,56,213,81,113,5,188,543
2,111,Tandil,00934,1,351,2023,22,105,86,97,7,34,254
2,111,Tandil,00937,6,1900,2023,190,289,297,740,30,354,1160
2,111,Tandil,00938,1,231,2023,1,52,41,90,8,39,141
2,111,Tandil,00939,1,109,2023,10,48,16,24,0,11,85
2,111,Tandil,00940,3,821,2023,100,178,191,208,15,129,613
2,111,Tandil,0933A,27,9000,2023,1160,1353,1962,2130,252,2143,6870
2,111,Tandil,0933B,26,9068,2023,778,2251,1885,1937,290,1927,7131
2,111,Tandil,0933C,20,6996,2023,400,2841,1217,1227,173,1138,5769
2,111,Tandil,0933D,13,4480,2023,324,1411,867,857,122,899,3623
2,111,Tandil,0933E,17,5936,2023,636,1063,1038,1472,138,1589,4464
2,111,Tandil,0933F,25,8102,2023,784,1872,1666,1735,263,1782,6367
2,111,Tandil,0933G,16,5405,2023,660,612,1101,1439,159,1434,3966
2,111,Tandil,0933H,15,5239,2023,712,756,1154,1118,177,1322,4121
2,111,Tandil,0933I,32,11122,2023,1148,2162,2339,2439,360,2674,8683
2,111,Tandil,0933J,17,5719,2023,600,1321,1116,1250,164,1268,4469
2,111,Tandil,0933K,42,14487,2023,950,4687,2474,3308,437,2631,11179
2,111,Tandil,0933L,79,27550,2023,1966,7545,4833,7482,760,4964,20068
2,111,Tandil,0933M,1,149,2023,16,33,51,22,4,23,127
2,112,Tapalque,00944,25,8362,2023,959,2127,1006,1866,62,2342,6496
2,112,Tapalque,00945,1,49,2023,4,12,7,15,2,9,34
2,112,Tapalque,00946,1,33,2023,2,8,4,11,1,7,22
2,112,Tapalque,00947,1,137,2023,9,72,16,17,2,21,120
2,112,Tapalque,00948,1,57,2023,4,12,12,19,2,8,38
2,112,Tapalque,00949,1,342,2023,46,76,34,87,4,95,255
2,113,Tigre,00530,213,77026,2023,5302,14321,11907,23639,2464,19393,53387
2,113,Tigre,00533,20,6808,2023,503,893,996,2087,490,1839,4721
2,113,Tigre,00534,105,36855,2023,2595,9348,6792,7927,1106,9087,28928
2,113,Tigre,00535,145,51657,2023,3748,9926,9206,12436,1984,14357,39221
2,113,Tigre,00536,135,47623,2023,4703,6915,8854,11407,1656,14088,36216
2,113,Tigre,0534A,179,63377,2023,4436,11050,11740,15408,2252,18491,47969
2,113,Tigre,0535A,179,63290,2023,5074,8034,11146,15524,2496,21016,47766
2,113,Tigre,0536A,22,7682,2023,441,2485,1621,1413,197,1525,6269
2,114,Tornquist,00953,28,9347,2023,864,1579,1873,2750,108,2173,6597
2,114,Tornquist,00954,2,642,2023,44,170,112,209,17,90,433
2,114,Tornquist,00955,6,1913,2023,191,407,354,497,62,402,1416
2,114,Tornquist,00956,1,279,2023,19,51,56,103,6,44,176
2,114,Tornquist,0955A,9,3121,2023,233,696,565,966,91,570,2155
2,114,Tornquist,0955B,3,1019,2023,55,196,204,303,32,229,716
2,115,Trenque Lauquen,00957,102,35535,2023,3747,10668,5376,8966,228,6550,26569
2,115,Trenque Lauquen,00958,3,1053,2023,118,234,160,299,11,231,754
2,115,Trenque Lauquen,00960,1,20,2023,1,4,3,10,2,0,10
2,115,Trenque Lauquen,00961,15,5144,2023,570,1367,1092,1327,14,774,3817
2,115,Trenque Lauquen,0961A,1,54,2023,2,22,11,13,2,4,41
2,115,Trenque Lauquen,0961D,1,171,2023,10,42,42,42,2,33,129
2,116,Tordillo,00951,8,2457,2023,322,619,292,501,27,696,1956
2,117,Tres Arroyos,00964,134,47059,2023,5642,9450,7649,12021,1138,11159,35038
2,117,Tres Arroyos,00968,1,55,2023,6,11,11,20,4,3,35
2,117,Tres Arroyos,00969,2,650,2023,147,91,115,150,23,124,500
2,117,Tres Arroyos,00970,1,66,2023,7,12,12,14,2,19,52
2,117,Tres Arroyos,00972,8,2172,2023,237,454,419,569,20,473,1603
2,117,Tres Arroyos,00973,2,540,2023,71,97,87,119,10,156,421
2,117,Tres Arroyos,00975,3,1026,2023,157,192,159,317,26,175,709
2,117,Tres Arroyos,0973A,6,2007,2023,185,477,286,578,66,415,1429
2,117,Tres Arroyos,0975A,1,53,2023,8,10,11,13,2,9,40
2,117,Tres Arroyos,0975B,2,681,2023,37,121,179,156,30,158,525
2,118,Tres de Febrero,00389,41,14523,2023,641,3774,2018,4051,608,3431,10472
2,118,Tres de Febrero,00390,51,17761,2023,821,4815,2965,3844,821,4495,13917
2,118,Tres de Febrero,00391,235,82918,2023,4160,19317,13333,20627,3520,21961,62291
2,118,Tres de Febrero,00392,34,11467,2023,750,1918,1836,3125,434,3404,8342
2,118,Tres de Febrero,00393,176,64728,2023,3527,10431,8487,23859,2126,16298,40869
2,118,Tres de Febrero,00394,159,55771,2023,3656,10771,9499,11533,2344,17968,44238
2,118,Tres de Febrero,00395,140,50337,2023,2592,10010,7771,15125,1747,13092,35212
2,118,Tres de Febrero,0394A,44,15347,2023,541,5437,2000,3893,649,2827,11454
2,119,La Costa,00337,40,13869,2023,992,2708,2453,3915,402,3399,9954
2,119,La Costa,0337A,20,7132,2023,490,1134,1201,2459,215,1633,4673
2,119,La Costa,0337B,52,18394,2023,1309,3516,3473,5220,579,4297,13174
2,119,La Costa,0337C,32,10985,2023,791,2204,2171,2902,354,2563,8083
2,119,La Costa,0337D,37,12981,2023,806,2696,2511,3601,454,2913,9380
2,119,La Costa,0337E,61,21654,2023,1620,3841,4067,6206,670,5250,15448
2,120,Monte Hermoso,00239,28,9750,2023,668,1469,1502,2985,188,2938,6765
2,121,25 de Mayo,00980,67,23062,2023,2385,5396,3778,5618,348,5537,17444
2,121,25 de Mayo,00981,1,125,2023,5,37,18,39,2,24,86
2,121,25 de Mayo,00982,1,72,2023,1,19,9,31,2,10,41
2,121,25 de Mayo,00983,14,4713,2023,550,1293,944,810,62,1054,3903
2,121,25 de Mayo,00984,5,1688,2023,143,548,347,338,22,290,1350
2,121,25 de Mayo,00985,2,410,2023,46,101,65,91,2,105,319
2,121,25 de Mayo,00986,1,65,2023,0,0,0,65,0,0,0
2,121,25 de Mayo,00988,3,714,2023,57,208,129,134,9,177,580
2,121,25 de Mayo,00989,1,296,2023,28,82,35,69,2,80,227
2,121,25 de Mayo,00990,1,281,2023,35,82,52,49,3,60,232
2,121,25 de Mayo,00991,2,568,2023,48,151,137,79,2,151,489
2,122,Vicente Lopez,00993,68,23544,2023,728,9680,3339,4955,1023,3819,18589
2,122,Vicente Lopez,00994,36,12353,2023,348,5124,1562,3239,384,1696,9114
2,122,Vicente Lopez,00995,52,18826,2023,496,6027,2048,6965,613,2677,11861
2,122,Vicente Lopez,00996,42,14370,2023,496,5556,2083,3149,640,2446,11221
2,122,Vicente Lopez,00997,32,11075,2023,426,3990,1439,2838,479,1903,8237
2,122,Vicente Lopez,00998,49,17052,2023,684,5712,2375,3566,949,3766,13486
2,122,Vicente Lopez,00999,108,38288,2023,1703,9081,6173,10219,1554,9558,28069
2,122,Vicente Lopez,01000,133,47512,2023,2205,13119,7787,12402,2182,9817,35110
2,122,Vicente Lopez,01001,97,35102,2023,1248,11224,4579,10765,1245,6041,24337
2,122,Vicente Lopez,0993A,40,14464,2023,314,5831,1639,4777,422,1481,9687
2,122,Vicente Lopez,1000A,22,7499,2023,277,2328,1359,1735,347,1453,5764
2,122,Vicente Lopez,1001A,30,10185,2023,263,4346,1355,2721,320,1180,7464
2,123,Villa Gesell,00344,101,35591,2023,2443,6525,5805,11288,731,8799,24303
2,124,Villarino,01007,18,6189,2023,1295,1346,1012,1348,161,1027,4841
2,124,Villarino,01008,6,2041,2023,259,595,386,478,19,304,1563
2,124,Villarino,01009,1,230,2023,22,71,57,55,8,17,175
2,124,Villarino,01010,17,5782,2023,978,921,1438,1740,72,633,4042
2,124,Villarino,01011,30,11070,2023,1658,1440,2844,3628,174,1326,7442
2,124,Villarino,1011A,10,3367,2023,489,665,1055,686,37,435,2681
2,125,Zarate,01013,57,20075,2023,1320,5745,2970,4959,543,4538,15116
2,125,Zarate,01014,82,28556,2023,2690,4810,4896,7520,737,7903,21036
2,125,Zarate,01015,21,7002,2023,526,1896,1374,1277,208,1721,5725
2,125,Zarate,01016,14,4795,2023,474,960,844,1134,119,1264,3661
2,125,Zarate,01017,64,22321,2023,2174,3396,3834,5965,551,6401,16356
2,125,Zarate,01018,27,9281,2023,870,1867,1639,2076,302,2527,7205
2,125,Zarate,01019,2,447,2023,41,109,87,80,14,116,367
2,125,Zarate,01020,1,54,2023,0,7,5,27,0,15,27
2,125,Zarate,01021,32,10998,2023,1282,1136,1811,2856,136,3777,8142
2,126,Tres Lomas,00744,21,6783,2023,1073,1635,821,1498,68,1688,5285
2,126,Tres Lomas,00745,1,125,2023,12,48,13,16,2,34,109
2,127,Florentino Ameghino,00361,22,7427,2023,481,2241,1028,1572,38,2067,5855
2,127,Florentino Ameghino,00362,2,664,2023,38,246,87,142,4,147,522
2,127,Florentino Ameghino,0361A,1,151,2023,12,49,26,28,3,33,123
2,128,Presidente Peron,00304,57,19943,2023,2113,1862,3359,4961,699,6949,14982
2,128,Presidente Peron,0304A,105,38775,2023,4162,2915,5522,12691,1278,12207,26084
2,128,Presidente Peron,0304B,48,16577,2023,1689,1582,2847,4585,522,5352,11992
2,128,Presidente Peron,0304C,13,4254,2023,443,263,652,1320,144,1432,2934
2,129,Jose C. Paz,00398,272,99328,2023,6571,10934,15509,31800,3287,31227,67528
2,129,Jose C. Paz,0398A,244,85397,2023,7610,6709,13739,19811,2806,34722,65586
2,129,Jose C. Paz,0398B,185,64654,2023,5227,7968,11647,13342,2634,23836,51312
2,130,Malvinas Argentinas,00399,224,79756,2023,5609,7620,13471,19935,2595,30526,59821
2,130,Malvinas Argentinas,0399A,119,43107,2023,3090,4616,7081,10790,1373,16157,32317
2,130,Malvinas Argentinas,0399B,90,31583,2023,2218,3781,6141,6677,1286,11480,24906
2,130,Malvinas Argentinas,0399C,6,1868,2023,146,158,393,391,63,717,1477
2,130,Malvinas Argentinas,0399D,92,32109,2023,2137,4241,5622,7367,1190,11552,24742
2,130,Malvinas Argentinas,0399E,65,22844,2023,1397,2751,4264,5443,836,8153,17401
2,130,Malvinas Argentinas,0399F,168,58656,2023,3635,9481,11569,12098,2227,19646,46558
2,130,Malvinas Argentinas,0399G,64,22270,2023,1705,1782,3599,4706,717,9761,17564
2,131,Punta Indio,00611,1,104,2023,10,14,23,27,5,25,77
2,131,Punta Indio,00612,1,269,2023,49,63,33,56,4,64,213
2,131,Punta Indio,00613,24,8050,2023,659,1719,1439,2051,149,2033,5999
2,131,Punta Indio,0613A,3,1045,2023,50,182,131,493,13,176,552
2,131,Punta Indio,0613B,3,1006,2023,50,196,129,232,35,364,774
2,132,Ezeiza,00289,152,53750,2023,4295,7757,11040,12566,1666,16426,41184
2,132,Ezeiza,00290,115,42889,2023,3874,3645,7483,12105,1128,14654,30784
2,132,Ezeiza,0290A,101,35399,2023,3423,3770,7161,7051,1095,12899,28348
2,132,Ezeiza,0290B,72,25016,2023,2419,2272,5062,4492,870,9901,20524
2,133,Ituzaingo,00666,183,65586,2023,3663,11185,10137,16737,2396,21468,48849
2,133,Ituzaingo,00667,160,55728,2023,2603,13888,8736,12270,2427,15804,43458
2,133,Ituzaingo,0666A,95,33201,2023,1953,6519,5838,6446,1417,11028,26755
2,134,Hurlingham,00668,173,61264,2023,2960,13178,10187,15711,2407,16821,45553
2,134,Hurlingham,0668A,142,51258,2023,2932,6100,7423,16261,1613,16929,34997
2,134,Hurlingham,0668B,166,57868,2023,3607,9708,9899,12310,2504,19840,45558
2,135,Lezama,0207L,16,5060,2023,574,1545,790,891,66,1194,4169
